Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating,Datetime,Hour,DayOfWeek,WeekType,Is_Cancelled,Cancellation_Type,Unified_Reason
1/28/2024,6:00:00,CNR2192209,Incomplete,165646,Prime Sedan,Area-23,Area-41,,,0,0,1,,,,,,2024-01-28 06:00:00,6,Sunday,Weekend,True,Incomplete,Customer Demand
1/21/2024,0:00:00,CNR0674174,Cancelled by Customer,543534,Auto,Area-17,Area-28,,,1,0,0,,,,,,2024-01-21 00:00:00,0,Sunday,Weekend,True,Customer,AC is not working
1/4/2024,23:00:00,CNR1960387,Cancelled by Driver,506058,eBike,Area-42,Area-2,,,0,1,0,,,,,,2024-01-04 23:00:00,23,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/7/2024,21:00:00,CNR5827588,Cancelled by Driver,431677,Prime Sedan,Area-29,Area-34,,,0,1,0,,,,,,2024-01-07 21:00:00,21,Sunday,Weekend,True,Driver,Personal & Car related issues
1/13/2024,13:00:00,CNR8736668,Cancelled by Driver,854409,eBike,Area-32,Area-26,,,0,1,0,,,,,,2024-01-13 13:00:00,13,Saturday,Weekend,True,Driver,More than permitted people in there
1/1/2024,21:00:00,CNR2158194,Incomplete,521976,Prime SUV,Area-25,Area-4,,,0,0,1,,,,,,2024-01-01 21:00:00,21,Monday,Weekday,True,Incomplete,Vehicle Breakdown
1/12/2024,1:00:00,CNR9028058,Incomplete,835503,Bike,Area-39,Area-18,,,0,0,1,,,,,,2024-01-12 01:00:00,1,Friday,Weekday,True,Incomplete,Other Issue
1/29/2024,9:00:00,CNR0630751,Cancelled by Driver,927689,Auto,Area-21,Area-39,,,0,1,0,,,,,,2024-01-29 09:00:00,9,Monday,Weekday,True,Driver,More than permitted people in there
1/23/2024,18:00:00,CNR3560214,Cancelled by Driver,419091,eBike,Area-28,Area-27,,,0,1,0,,,,,,2024-01-23 18:00:00,18,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/9/2024,3:00:00,CNR2428403,Cancelled by Driver,297765,Prime Sedan,Area-12,Area-5,,,0,1,0,,,,,,2024-01-09 03:00:00,3,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/26/2024,12:00:00,CNR8770153,Cancelled by Driver,170466,Mini,Area-5,Area-47,,,0,1,0,,,,,,2024-01-26 12:00:00,12,Friday,Weekday,True,Driver,More than permitted people in there
1/15/2024,17:00:00,CNR7776114,Cancelled by Customer,330608,eBike,Area-30,Area-8,,,1,0,0,,,,,,2024-01-15 17:00:00,17,Monday,Weekday,True,Customer,Driver asked to cancel
1/23/2024,15:00:00,CNR8524701,Cancelled by Driver,492248,Prime SUV,Area-48,Area-6,,,0,1,0,,,,,,2024-01-23 15:00:00,15,Tuesday,Weekday,True,Driver,Customer related issue
1/10/2024,8:00:00,CNR3803977,Cancelled by Driver,741497,eBike,Area-50,Area-41,,,0,1,0,,,,,,2024-01-10 08:00:00,8,Wednesday,Weekday,True,Driver,More than permitted people in there
1/16/2024,19:00:00,CNR5665116,Cancelled by Customer,989064,Bike,Area-25,Area-8,,,1,0,0,,,,,,2024-01-16 19:00:00,19,Tuesday,Weekday,True,Customer,Change of plans
1/19/2024,14:00:00,CNR5321530,Incomplete,877127,eBike,Area-27,Area-42,,,0,0,1,,,,,,2024-01-19 14:00:00,14,Friday,Weekday,True,Incomplete,Customer Demand
1/23/2024,9:00:00,CNR7257030,Incomplete,360845,Prime Plus,Area-12,Area-8,,,0,0,1,,,,,,2024-01-23 09:00:00,9,Tuesday,Weekday,True,Incomplete,Other Issue
1/24/2024,0:00:00,CNR1363863,Cancelled by Driver,240539,Prime Plus,Area-20,Area-22,,,0,1,0,,,,,,2024-01-24 00:00:00,0,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/26/2024,15:00:00,CNR6113014,Incomplete,641813,Prime SUV,Area-18,Area-14,,,0,0,1,,,,,,2024-01-26 15:00:00,15,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/14/2024,0:00:00,CNR8088231,Cancelled by Driver,142428,Bike,Area-30,Area-47,,,0,1,0,,,,,,2024-01-14 00:00:00,0,Sunday,Weekend,True,Driver,More than permitted people in there
1/26/2024,7:00:00,CNR1779183,Cancelled by Driver,770953,Bike,Area-38,Area-27,,,0,1,0,,,,,,2024-01-26 07:00:00,7,Friday,Weekday,True,Driver,Customer related issue
1/1/2024,5:00:00,CNR1093412,Cancelled by Driver,654842,Prime Sedan,Area-37,Area-20,,,0,1,0,,,,,,2024-01-01 05:00:00,5,Monday,Weekday,True,Driver,More than permitted people in there
1/3/2024,18:00:00,CNR1362225,Cancelled by Driver,145285,Auto,Area-50,Area-50,,,0,1,0,,,,,,2024-01-03 18:00:00,18,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/14/2024,8:00:00,CNR9651694,Cancelled by Driver,510603,Prime Plus,Area-25,Area-40,,,0,1,0,,,,,,2024-01-14 08:00:00,8,Sunday,Weekend,True,Driver,Customer related issue
1/8/2024,5:00:00,CNR1135443,Cancelled by Customer,253079,Prime SUV,Area-10,Area-33,,,1,0,0,,,,,,2024-01-08 05:00:00,5,Monday,Weekday,True,Customer,AC is not working
1/10/2024,10:00:00,CNR4333440,Incomplete,557471,eBike,Area-30,Area-28,,,0,0,1,,,,,,2024-01-10 10:00:00,10,Wednesday,Weekday,True,Incomplete,Customer Demand
1/16/2024,18:00:00,CNR2517052,Cancelled by Driver,917794,Prime SUV,Area-5,Area-43,,,0,1,0,,,,,,2024-01-16 18:00:00,18,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/17/2024,9:00:00,CNR2768804,Cancelled by Driver,962556,Mini,Area-35,Area-34,,,0,1,0,,,,,,2024-01-17 09:00:00,9,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/30/2024,0:00:00,CNR0342627,Cancelled by Driver,289108,Prime SUV,Area-40,Area-29,,,0,1,0,,,,,,2024-01-30 00:00:00,0,Tuesday,Weekday,True,Driver,More than permitted people in there
1/15/2024,2:00:00,CNR5916736,Cancelled by Driver,295257,Prime Plus,Area-50,Area-1,,,0,1,0,,,,,,2024-01-15 02:00:00,2,Monday,Weekday,True,Driver,More than permitted people in there
1/21/2024,18:00:00,CNR9794595,Cancelled by Driver,351024,Prime Plus,Area-11,Area-2,,,0,1,0,,,,,,2024-01-21 18:00:00,18,Sunday,Weekend,True,Driver,Customer related issue
1/5/2024,20:00:00,CNR4538681,Incomplete,624115,Prime Plus,Area-49,Area-22,,,0,0,1,,,,,,2024-01-05 20:00:00,20,Friday,Weekday,True,Incomplete,Other Issue
1/27/2024,23:00:00,CNR7051629,Cancelled by Driver,408392,Prime SUV,Area-48,Area-47,,,0,1,0,,,,,,2024-01-27 23:00:00,23,Saturday,Weekend,True,Driver,More than permitted people in there
1/2/2024,15:00:00,CNR4949447,Cancelled by Driver,382582,Prime Plus,Area-19,Area-2,,,0,1,0,,,,,,2024-01-02 15:00:00,15,Tuesday,Weekday,True,Driver,Customer related issue
1/18/2024,11:00:00,CNR3526502,Cancelled by Customer,153575,Bike,Area-20,Area-25,,,1,0,0,,,,,,2024-01-18 11:00:00,11,Thursday,Weekday,True,Customer,Driver asked to cancel
1/22/2024,11:00:00,CNR1389671,Cancelled by Driver,108510,Prime Sedan,Area-6,Area-6,,,0,1,0,,,,,,2024-01-22 11:00:00,11,Monday,Weekday,True,Driver,Personal & Car related issues
1/9/2024,13:00:00,CNR8928489,Incomplete,890676,eBike,Area-24,Area-1,,,0,0,1,,,,,,2024-01-09 13:00:00,13,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/30/2024,13:00:00,CNR5934188,Cancelled by Driver,251242,Prime SUV,Area-34,Area-36,,,0,1,0,,,,,,2024-01-30 13:00:00,13,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/25/2024,2:00:00,CNR5065924,Cancelled by Driver,234050,Bike,Area-46,Area-45,,,0,1,0,,,,,,2024-01-25 02:00:00,2,Thursday,Weekday,True,Driver,Personal & Car related issues
1/24/2024,3:00:00,CNR8719218,Incomplete,243609,Auto,Area-31,Area-49,,,0,0,1,,,,,,2024-01-24 03:00:00,3,Wednesday,Weekday,True,Incomplete,Customer Demand
1/7/2024,4:00:00,CNR4690381,Cancelled by Driver,322802,Auto,Area-20,Area-11,,,0,1,0,,,,,,2024-01-07 04:00:00,4,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/8/2024,23:00:00,CNR3586291,Cancelled by Driver,117843,Bike,Area-26,Area-14,,,0,1,0,,,,,,2024-01-08 23:00:00,23,Monday,Weekday,True,Driver,Personal & Car related issues
1/30/2024,9:00:00,CNR1610362,Cancelled by Driver,232579,Prime Plus,Area-28,Area-7,,,0,1,0,,,,,,2024-01-30 09:00:00,9,Tuesday,Weekday,True,Driver,Customer related issue
1/23/2024,4:00:00,CNR1630041,Cancelled by Driver,317992,Prime Plus,Area-34,Area-45,,,0,1,0,,,,,,2024-01-23 04:00:00,4,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/21/2024,16:00:00,CNR0529294,Cancelled by Driver,443733,Mini,Area-43,Area-25,,,0,1,0,,,,,,2024-01-21 16:00:00,16,Sunday,Weekend,True,Driver,Customer related issue
1/28/2024,21:00:00,CNR3439875,Incomplete,466595,Mini,Area-47,Area-45,,,0,0,1,,,,,,2024-01-28 21:00:00,21,Sunday,Weekend,True,Incomplete,Customer Demand
1/23/2024,14:00:00,CNR4967451,Incomplete,677318,eBike,Area-38,Area-15,,,0,0,1,,,,,,2024-01-23 14:00:00,14,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/25/2024,6:00:00,CNR4701054,Cancelled by Driver,812810,Prime SUV,Area-4,Area-7,,,0,1,0,,,,,,2024-01-25 06:00:00,6,Thursday,Weekday,True,Driver,More than permitted people in there
1/20/2024,19:00:00,CNR0768482,Cancelled by Customer,248528,Prime Sedan,Area-12,Area-34,,,1,0,0,,,,,,2024-01-20 19:00:00,19,Saturday,Weekend,True,Customer,Change of plans
1/9/2024,4:00:00,CNR6657536,Cancelled by Driver,138143,eBike,Area-39,Area-6,,,0,1,0,,,,,,2024-01-09 04:00:00,4,Tuesday,Weekday,True,Driver,Customer related issue
1/26/2024,6:00:00,CNR4929885,Cancelled by Driver,555308,Bike,Area-11,Area-42,,,0,1,0,,,,,,2024-01-26 06:00:00,6,Friday,Weekday,True,Driver,Customer related issue
1/24/2024,11:00:00,CNR2580628,Cancelled by Driver,374477,eBike,Area-30,Area-39,,,0,1,0,,,,,,2024-01-24 11:00:00,11,Wednesday,Weekday,True,Driver,Customer related issue
1/2/2024,22:00:00,CNR6088395,Cancelled by Customer,543335,Prime Sedan,Area-24,Area-32,,,1,0,0,,,,,,2024-01-02 22:00:00,22,Tuesday,Weekday,True,Customer,AC is not working
1/12/2024,4:00:00,CNR1024596,Cancelled by Driver,481622,eBike,Area-16,Area-40,,,0,1,0,,,,,,2024-01-12 04:00:00,4,Friday,Weekday,True,Driver,More than permitted people in there
1/8/2024,20:00:00,CNR1595140,Cancelled by Driver,750386,Prime Plus,Area-35,Area-18,,,0,1,0,,,,,,2024-01-08 20:00:00,20,Monday,Weekday,True,Driver,Personal & Car related issues
1/12/2024,21:00:00,CNR6428391,Cancelled by Driver,442919,Prime SUV,Area-19,Area-11,,,0,1,0,,,,,,2024-01-12 21:00:00,21,Friday,Weekday,True,Driver,More than permitted people in there
1/17/2024,19:00:00,CNR7944044,Cancelled by Customer,218286,Prime Plus,Area-10,Area-43,,,1,0,0,,,,,,2024-01-17 19:00:00,19,Wednesday,Weekday,True,Customer,AC is not working
1/8/2024,9:00:00,CNR2140939,Cancelled by Customer,276059,Prime Plus,Area-48,Area-8,,,1,0,0,,,,,,2024-01-08 09:00:00,9,Monday,Weekday,True,Customer,Driver asked to cancel
1/29/2024,3:00:00,CNR2081516,Incomplete,815168,Prime Sedan,Area-28,Area-21,,,0,0,1,,,,,,2024-01-29 03:00:00,3,Monday,Weekday,True,Incomplete,Other Issue
1/17/2024,13:00:00,CNR7989176,Cancelled by Customer,630782,Prime Plus,Area-8,Area-16,,,1,0,0,,,,,,2024-01-17 13:00:00,13,Wednesday,Weekday,True,Customer,Change of plans
1/3/2024,15:00:00,CNR1373900,Cancelled by Driver,814323,Prime SUV,Area-26,Area-3,,,0,1,0,,,,,,2024-01-03 15:00:00,15,Wednesday,Weekday,True,Driver,Customer related issue
1/4/2024,3:00:00,CNR5924055,Cancelled by Driver,328126,Prime Sedan,Area-32,Area-45,,,0,1,0,,,,,,2024-01-04 03:00:00,3,Thursday,Weekday,True,Driver,Personal & Car related issues
1/19/2024,18:00:00,CNR0210935,Cancelled by Driver,967266,Auto,Area-26,Area-27,,,0,1,0,,,,,,2024-01-19 18:00:00,18,Friday,Weekday,True,Driver,The customer was coughing/sick
1/9/2024,14:00:00,CNR9305631,Cancelled by Driver,236983,Prime Sedan,Area-10,Area-19,,,0,1,0,,,,,,2024-01-09 14:00:00,14,Tuesday,Weekday,True,Driver,More than permitted people in there
1/14/2024,19:00:00,CNR7795034,Cancelled by Driver,788521,Prime SUV,Area-11,Area-39,,,0,1,0,,,,,,2024-01-14 19:00:00,19,Sunday,Weekend,True,Driver,Customer related issue
1/30/2024,4:00:00,CNR4248633,Incomplete,128142,Prime SUV,Area-32,Area-1,,,0,0,1,,,,,,2024-01-30 04:00:00,4,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/12/2024,6:00:00,CNR5891557,Incomplete,144696,Bike,Area-32,Area-23,,,0,0,1,,,,,,2024-01-12 06:00:00,6,Friday,Weekday,True,Incomplete,Other Issue
1/22/2024,7:00:00,CNR8819074,Cancelled by Customer,109376,Auto,Area-40,Area-17,,,1,0,0,,,,,,2024-01-22 07:00:00,7,Monday,Weekday,True,Customer,AC is not working
1/11/2024,18:00:00,CNR4629585,Cancelled by Driver,461496,eBike,Area-22,Area-33,,,0,1,0,,,,,,2024-01-11 18:00:00,18,Thursday,Weekday,True,Driver,Personal & Car related issues
1/9/2024,6:00:00,CNR8293359,Cancelled by Driver,184979,Bike,Area-27,Area-2,,,0,1,0,,,,,,2024-01-09 06:00:00,6,Tuesday,Weekday,True,Driver,More than permitted people in there
1/23/2024,4:00:00,CNR8946935,Cancelled by Customer,187267,eBike,Area-27,Area-14,,,1,0,0,,,,,,2024-01-23 04:00:00,4,Tuesday,Weekday,True,Customer,Wrong Address
1/18/2024,11:00:00,CNR3832623,Cancelled by Customer,769563,Prime Plus,Area-40,Area-28,,,1,0,0,,,,,,2024-01-18 11:00:00,11,Thursday,Weekday,True,Customer,AC is not working
1/2/2024,3:00:00,CNR4301055,Cancelled by Driver,614854,Mini,Area-49,Area-49,,,0,1,0,,,,,,2024-01-02 03:00:00,3,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/28/2024,18:00:00,CNR8786170,Cancelled by Driver,385943,Prime Plus,Area-24,Area-46,,,0,1,0,,,,,,2024-01-28 18:00:00,18,Sunday,Weekend,True,Driver,More than permitted people in there
1/3/2024,2:00:00,CNR7175473,Cancelled by Driver,599378,Prime SUV,Area-2,Area-35,,,0,1,0,,,,,,2024-01-03 02:00:00,2,Wednesday,Weekday,True,Driver,Customer related issue
1/4/2024,1:00:00,CNR3162530,Cancelled by Driver,788524,Bike,Area-6,Area-44,,,0,1,0,,,,,,2024-01-04 01:00:00,1,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/22/2024,9:00:00,CNR3491501,Incomplete,491716,Mini,Area-13,Area-17,,,0,0,1,,,,,,2024-01-22 09:00:00,9,Monday,Weekday,True,Incomplete,Other Issue
1/29/2024,6:00:00,CNR4027309,Cancelled by Driver,522228,Prime Sedan,Area-21,Area-27,,,0,1,0,,,,,,2024-01-29 06:00:00,6,Monday,Weekday,True,Driver,More than permitted people in there
1/27/2024,14:00:00,CNR4442042,Cancelled by Driver,152553,Bike,Area-30,Area-45,,,0,1,0,,,,,,2024-01-27 14:00:00,14,Saturday,Weekend,True,Driver,More than permitted people in there
1/1/2024,12:00:00,CNR8259892,Cancelled by Customer,259576,eBike,Area-19,Area-24,,,1,0,0,,,,,,2024-01-01 12:00:00,12,Monday,Weekday,True,Customer,Wrong Address
1/9/2024,4:00:00,CNR6690009,Cancelled by Driver,145496,Prime Sedan,Area-36,Area-20,,,0,1,0,,,,,,2024-01-09 04:00:00,4,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/7/2024,10:00:00,CNR8645199,Cancelled by Customer,555215,eBike,Area-22,Area-47,,,1,0,0,,,,,,2024-01-07 10:00:00,10,Sunday,Weekend,True,Customer,Wrong Address
1/17/2024,1:00:00,CNR8907387,Cancelled by Driver,311019,eBike,Area-32,Area-8,,,0,1,0,,,,,,2024-01-17 01:00:00,1,Wednesday,Weekday,True,Driver,More than permitted people in there
1/5/2024,12:00:00,CNR9661083,Cancelled by Customer,810799,Auto,Area-34,Area-15,,,1,0,0,,,,,,2024-01-05 12:00:00,12,Friday,Weekday,True,Customer,Driver asked to cancel
1/3/2024,15:00:00,CNR1388065,Cancelled by Driver,506763,Prime Sedan,Area-5,Area-19,,,0,1,0,,,,,,2024-01-03 15:00:00,15,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/3/2024,19:00:00,CNR8806409,Cancelled by Driver,359499,Prime SUV,Area-27,Area-16,,,0,1,0,,,,,,2024-01-03 19:00:00,19,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/27/2024,2:00:00,CNR0150139,Cancelled by Customer,710310,Auto,Area-28,Area-28,,,1,0,0,,,,,,2024-01-27 02:00:00,2,Saturday,Weekend,True,Customer,Driver is not moving towards pickup location
1/15/2024,9:00:00,CNR7871974,Cancelled by Driver,165623,Auto,Area-2,Area-31,,,0,1,0,,,,,,2024-01-15 09:00:00,9,Monday,Weekday,True,Driver,The customer was coughing/sick
1/4/2024,14:00:00,CNR1532412,Cancelled by Customer,777794,Prime SUV,Area-19,Area-25,,,1,0,0,,,,,,2024-01-04 14:00:00,14,Thursday,Weekday,True,Customer,Change of plans
1/13/2024,23:00:00,CNR5659847,Cancelled by Customer,482297,Prime Sedan,Area-27,Area-13,,,1,0,0,,,,,,2024-01-13 23:00:00,23,Saturday,Weekend,True,Customer,Driver asked to cancel
1/20/2024,1:00:00,CNR6515646,Cancelled by Driver,315249,Auto,Area-42,Area-28,,,0,1,0,,,,,,2024-01-20 01:00:00,1,Saturday,Weekend,True,Driver,Customer related issue
1/30/2024,0:00:00,CNR3764566,Cancelled by Driver,160408,Prime Sedan,Area-18,Area-21,,,0,1,0,,,,,,2024-01-30 00:00:00,0,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/26/2024,2:00:00,CNR1081997,Incomplete,421328,Mini,Area-17,Area-49,,,0,0,1,,,,,,2024-01-26 02:00:00,2,Friday,Weekday,True,Incomplete,Other Issue
1/13/2024,5:00:00,CNR9301345,Cancelled by Customer,917082,Prime Sedan,Area-38,Area-10,,,1,0,0,,,,,,2024-01-13 05:00:00,5,Saturday,Weekend,True,Customer,Change of plans
1/16/2024,20:00:00,CNR6939451,Cancelled by Driver,340225,Prime Plus,Area-48,Area-20,,,0,1,0,,,,,,2024-01-16 20:00:00,20,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/19/2024,13:00:00,CNR1367032,Cancelled by Driver,625074,Prime Sedan,Area-20,Area-6,,,0,1,0,,,,,,2024-01-19 13:00:00,13,Friday,Weekday,True,Driver,Personal & Car related issues
1/28/2024,11:00:00,CNR8176876,Cancelled by Driver,357129,eBike,Area-16,Area-23,,,0,1,0,,,,,,2024-01-28 11:00:00,11,Sunday,Weekend,True,Driver,More than permitted people in there
1/20/2024,7:00:00,CNR1568722,Cancelled by Driver,746514,Prime SUV,Area-15,Area-30,,,0,1,0,,,,,,2024-01-20 07:00:00,7,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/28/2024,2:00:00,CNR3816327,Cancelled by Customer,796383,Auto,Area-5,Area-18,,,1,0,0,,,,,,2024-01-28 02:00:00,2,Sunday,Weekend,True,Customer,Change of plans
1/5/2024,16:00:00,CNR1700920,Cancelled by Customer,302609,Prime SUV,Area-23,Area-18,,,1,0,0,,,,,,2024-01-05 16:00:00,16,Friday,Weekday,True,Customer,Change of plans
1/18/2024,5:00:00,CNR3526071,Cancelled by Customer,247308,Auto,Area-36,Area-25,,,1,0,0,,,,,,2024-01-18 05:00:00,5,Thursday,Weekday,True,Customer,Change of plans
1/29/2024,0:00:00,CNR1501470,Cancelled by Driver,809584,Prime Sedan,Area-37,Area-26,,,0,1,0,,,,,,2024-01-29 00:00:00,0,Monday,Weekday,True,Driver,More than permitted people in there
1/8/2024,21:00:00,CNR5298665,Cancelled by Customer,986919,Bike,Area-2,Area-32,,,1,0,0,,,,,,2024-01-08 21:00:00,21,Monday,Weekday,True,Customer,Change of plans
1/14/2024,13:00:00,CNR2086541,Cancelled by Customer,758572,Prime SUV,Area-21,Area-19,,,1,0,0,,,,,,2024-01-14 13:00:00,13,Sunday,Weekend,True,Customer,Driver asked to cancel
1/30/2024,15:00:00,CNR3438129,Cancelled by Driver,724993,Auto,Area-25,Area-31,,,0,1,0,,,,,,2024-01-30 15:00:00,15,Tuesday,Weekday,True,Driver,More than permitted people in there
1/19/2024,15:00:00,CNR0867514,Incomplete,173809,Mini,Area-15,Area-13,,,0,0,1,,,,,,2024-01-19 15:00:00,15,Friday,Weekday,True,Incomplete,Customer Demand
1/19/2024,19:00:00,CNR7928407,Cancelled by Driver,705409,Prime Sedan,Area-32,Area-37,,,0,1,0,,,,,,2024-01-19 19:00:00,19,Friday,Weekday,True,Driver,Customer related issue
1/8/2024,7:00:00,CNR1334643,Cancelled by Driver,545793,Bike,Area-12,Area-29,,,0,1,0,,,,,,2024-01-08 07:00:00,7,Monday,Weekday,True,Driver,The customer was coughing/sick
1/15/2024,12:00:00,CNR1670300,Cancelled by Driver,667575,Bike,Area-44,Area-43,,,0,1,0,,,,,,2024-01-15 12:00:00,12,Monday,Weekday,True,Driver,Personal & Car related issues
1/13/2024,3:00:00,CNR3941782,Cancelled by Driver,505799,Auto,Area-30,Area-21,,,0,1,0,,,,,,2024-01-13 03:00:00,3,Saturday,Weekend,True,Driver,Personal & Car related issues
1/29/2024,15:00:00,CNR9118517,Cancelled by Driver,905704,Prime Plus,Area-4,Area-2,,,0,1,0,,,,,,2024-01-29 15:00:00,15,Monday,Weekday,True,Driver,More than permitted people in there
1/1/2024,11:00:00,CNR7440340,Cancelled by Customer,748852,Prime SUV,Area-36,Area-25,,,1,0,0,,,,,,2024-01-01 11:00:00,11,Monday,Weekday,True,Customer,Change of plans
1/12/2024,1:00:00,CNR1503836,Cancelled by Driver,955190,Bike,Area-32,Area-40,,,0,1,0,,,,,,2024-01-12 01:00:00,1,Friday,Weekday,True,Driver,Personal & Car related issues
1/27/2024,14:00:00,CNR3023914,Cancelled by Customer,312632,Prime Plus,Area-10,Area-32,,,1,0,0,,,,,,2024-01-27 14:00:00,14,Saturday,Weekend,True,Customer,Change of plans
1/8/2024,23:00:00,CNR8110167,Cancelled by Driver,658367,Prime Plus,Area-36,Area-7,,,0,1,0,,,,,,2024-01-08 23:00:00,23,Monday,Weekday,True,Driver,More than permitted people in there
1/30/2024,23:00:00,CNR4964394,Cancelled by Driver,399883,eBike,Area-13,Area-12,,,0,1,0,,,,,,2024-01-30 23:00:00,23,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/15/2024,19:00:00,CNR8796748,Incomplete,379006,eBike,Area-47,Area-32,,,0,0,1,,,,,,2024-01-15 19:00:00,19,Monday,Weekday,True,Incomplete,Vehicle Breakdown
1/17/2024,11:00:00,CNR9140943,Cancelled by Driver,200439,Auto,Area-49,Area-41,,,0,1,0,,,,,,2024-01-17 11:00:00,11,Wednesday,Weekday,True,Driver,Customer related issue
1/13/2024,21:00:00,CNR0667837,Cancelled by Driver,897592,eBike,Area-29,Area-4,,,0,1,0,,,,,,2024-01-13 21:00:00,21,Saturday,Weekend,True,Driver,Personal & Car related issues
1/15/2024,21:00:00,CNR0192345,Incomplete,410726,Prime SUV,Area-13,Area-5,,,0,0,1,,,,,,2024-01-15 21:00:00,21,Monday,Weekday,True,Incomplete,Other Issue
1/22/2024,23:00:00,CNR9846403,Cancelled by Customer,746729,Auto,Area-16,Area-15,,,1,0,0,,,,,,2024-01-22 23:00:00,23,Monday,Weekday,True,Customer,AC is not working
1/4/2024,23:00:00,CNR4115757,Cancelled by Driver,684337,Mini,Area-31,Area-19,,,0,1,0,,,,,,2024-01-04 23:00:00,23,Thursday,Weekday,True,Driver,Personal & Car related issues
1/7/2024,17:00:00,CNR3642168,Cancelled by Customer,772974,Prime Plus,Area-2,Area-31,,,1,0,0,,,,,,2024-01-07 17:00:00,17,Sunday,Weekend,True,Customer,AC is not working
1/24/2024,0:00:00,CNR3586836,Cancelled by Driver,443734,eBike,Area-14,Area-40,,,0,1,0,,,,,,2024-01-24 00:00:00,0,Wednesday,Weekday,True,Driver,Customer related issue
1/8/2024,15:00:00,CNR2918938,Cancelled by Driver,875582,eBike,Area-8,Area-12,,,0,1,0,,,,,,2024-01-08 15:00:00,15,Monday,Weekday,True,Driver,The customer was coughing/sick
1/16/2024,18:00:00,CNR2194238,Cancelled by Customer,516618,Prime SUV,Area-46,Area-18,,,1,0,0,,,,,,2024-01-16 18:00:00,18,Tuesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/12/2024,21:00:00,CNR5514949,Incomplete,223287,Prime Plus,Area-40,Area-50,,,0,0,1,,,,,,2024-01-12 21:00:00,21,Friday,Weekday,True,Incomplete,Customer Demand
1/16/2024,22:00:00,CNR0276609,Cancelled by Driver,515083,Prime Plus,Area-49,Area-32,,,0,1,0,,,,,,2024-01-16 22:00:00,22,Tuesday,Weekday,True,Driver,More than permitted people in there
1/26/2024,4:00:00,CNR8774983,Incomplete,126431,Mini,Area-35,Area-29,,,0,0,1,,,,,,2024-01-26 04:00:00,4,Friday,Weekday,True,Incomplete,Customer Demand
1/20/2024,23:00:00,CNR2175330,Cancelled by Driver,315779,Auto,Area-12,Area-24,,,0,1,0,,,,,,2024-01-20 23:00:00,23,Saturday,Weekend,True,Driver,More than permitted people in there
1/17/2024,22:00:00,CNR7528505,Cancelled by Driver,641597,Auto,Area-23,Area-29,,,0,1,0,,,,,,2024-01-17 22:00:00,22,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/16/2024,11:00:00,CNR4518907,Incomplete,737338,Prime Sedan,Area-32,Area-18,,,0,0,1,,,,,,2024-01-16 11:00:00,11,Tuesday,Weekday,True,Incomplete,Other Issue
1/5/2024,6:00:00,CNR4694823,Cancelled by Customer,285206,Prime Plus,Area-42,Area-1,,,1,0,0,,,,,,2024-01-05 06:00:00,6,Friday,Weekday,True,Customer,Wrong Address
1/10/2024,10:00:00,CNR8342628,Cancelled by Customer,833892,Mini,Area-32,Area-42,,,1,0,0,,,,,,2024-01-10 10:00:00,10,Wednesday,Weekday,True,Customer,Change of plans
1/17/2024,15:00:00,CNR1733354,Cancelled by Driver,757338,eBike,Area-13,Area-5,,,0,1,0,,,,,,2024-01-17 15:00:00,15,Wednesday,Weekday,True,Driver,More than permitted people in there
1/7/2024,15:00:00,CNR9708418,Cancelled by Driver,817733,eBike,Area-7,Area-29,,,0,1,0,,,,,,2024-01-07 15:00:00,15,Sunday,Weekend,True,Driver,More than permitted people in there
1/12/2024,2:00:00,CNR7357141,Cancelled by Customer,213061,Auto,Area-17,Area-22,,,1,0,0,,,,,,2024-01-12 02:00:00,2,Friday,Weekday,True,Customer,Change of plans
